Customer ID,RFM_Segment
6967-QIQRV,Loyal Customers
5781-RFZRP,Champions
0308-IVGOK,Lost
7293-LSCDV,Loyal Customers
5756-JYOJT,At Risk
9548-LIGTA,Champions
5150-LJNSR,Loyal Customers
8270-RKSAP,Lost
2640-LYMOV,Lost
1423-BMPBQ,Lost
2393-DIVAI,Lost
4568-KNYWR,Loyal Customers
8752-IMQOS,Lost
0742-LAFQK,Champions
0795-LAFGP,Champions
0619-OLYUR,Champions
5512-IDZEI,Loyal Customers
0459-SPZHJ,Champions
0215-BQKGS,Loyal Customers
9244-ZVAPM,Lost
8208-EUMTE,At Risk
5172-MIGPM,Lost
1710-RCXUS,Loyal Customers
0374-FIUCA,Loyal Customers
5839-SUYVZ,At Risk
5173-ZXXXL,Lost
1096-ADRUX,Champions
2001-MCUUW,Loyal Customers
2731-GJRDG,Loyal Customers
4723-BEGSG,Champions
6516-NKQBO,Loyal Customers
8672-OAUPW,Loyal Customers
8207-DMRVL,Champions
2804-ETQDK,Loyal Customers
7138-GIRSH,Loyal Customers
9396-ZSFLL,At Risk
6464-KEXXH,Lost
5240-CAOYT,Loyal Customers
4059-IIEBK,Lost
0516-UXRMT,Loyal Customers
4851-BQDNX,Loyal Customers
5148-HKFIR,At Risk
3003-CMDUU,At Risk
5016-IBERQ,Loyal Customers
9931-KGHOA,Champions
1775-KWJKQ,Champions
7665-VIGUD,Lost
9411-TPQQV,Loyal Customers
7954-MLBUN,Loyal Customers
2077-DDHJK,Champions
9574-BOSMD,Champions
8404-VLQFB,At Risk
2391-IPLOP,Loyal Customers
5845-BZZIB,Loyal Customers
1140-UKVZG,Lost
5183-SNMJQ,At Risk
8100-PNJMH,Champions
7838-LAZFO,Loyal Customers
2085-JVGAD,Loyal Customers
8095-WANWK,Lost
3030-ZKIWL,Lost
9565-FLVCG,Champions
8755-OGKNA,Champions
2800-VEQXM,Lost
5533-RJFTJ,At Risk
0214-JHPFW,Champions
5642-MHDQT,Loyal Customers
3088-FVYWK,Loyal Customers
9092-GDZKO,At Risk
2324-AALNO,Loyal Customers
5760-IFJOZ,Lost
2826-UWHIS,Loyal Customers
7501-IWUNG,Champions
4957-TREIR,Lost
8040-MNRTF,Lost
1536-HBSWP,Lost
5313-FPXWG,Loyal Customers
0946-FKYTX,At Risk
5076-YVXCM,Loyal Customers
8262-COGGB,Lost
6663-JOCQO,Champions
9620-QJREV,Loyal Customers
2480-JZOSN,At Risk
0078-XZMHT,Champions
8338-QIUNR,Champions
1525-LNLOJ,Champions
9450-TRJUU,Loyal Customers
1766-GKNMI,At Risk
6942-LBFDP,Lost
1456-TWCGB,Lost
7596-ZYWBB,Loyal Customers
3014-WJKSM,Loyal Customers
3347-YJZZE,Loyal Customers
7929-DMBCV,Loyal Customers
9661-JALZV,Loyal Customers
5433-KYGHE,At Risk
4312-KFRXN,Loyal Customers
5575-TPIZQ,Loyal Customers
0114-IGABW,Loyal Customers
9944-AEXBM,Loyal Customers
1853-ARAAQ,At Risk
4697-LUPSU,At Risk
8434-VGEQQ,Loyal Customers
4950-HKQTE,At Risk
6786-OBWQR,At Risk
2753-JMMCV,Loyal Customers
6621-YOBKI,Lost
1216-JWVUX,Loyal Customers
7564-GHCVB,Champions
1173-NOEYG,Loyal Customers
7595-EHCDL,Loyal Customers
6647-ZEDXT,Loyal Customers
2521-NPUZR,Champions
4381-MHQDC,Loyal Customers
6923-JHPMP,Lost
4018-PPNDW,Champions
1635-FJFCC,Lost
6425-JWTDV,Loyal Customers
8405-IGQFX,Loyal Customers
8224-IVVPA,At Risk
9477-LGWQI,Champions
1410-RSCMR,At Risk
3115-CZMZD,Lost
0139-IVFJG,At Risk
5730-DBDSI,Loyal Customers
0030-FNXPP,Lost
5684-FJVYR,Champions
4013-GUXND,Lost
1266-NZYUI,Champions
7969-FFOWG,Loyal Customers
4718-DHSMV,Lost
5175-WLYXL,At Risk
7817-OMJNA,At Risk
8728-SKJLR,Loyal Customers
3137-NYQQI,At Risk
7706-DZNKK,At Risk
8823-RLPWL,Champions
9505-SQFSW,At Risk
3758-CKOQL,Champions
5676-CFLYY,Champions
7521-AFHAB,At Risk
0285-INHLN,Loyal Customers
5125-CNDSP,Loyal Customers
4992-LTJNE,Champions
2202-OUTMO,Loyal Customers
0810-BDHAW,Loyal Customers
0229-LFJAF,Loyal Customers
7131-ZQZNK,Loyal Customers
3442-ZHHCC,Loyal Customers
5726-CVNYA,At Risk
9871-ELEYA,Loyal Customers
4257-GAESD,Lost
5173-WXOQV,Lost
2040-OBMLJ,Loyal Customers
6286-ZHAOK,Loyal Customers
3807-XHCJH,At Risk
8859-AXJZP,Loyal Customers
3174-AKMAS,Loyal Customers
9926-PJHDQ,Champions
7382-DFJTU,At Risk
2798-NYLMZ,Champions
8098-TDCBU,Champions
3551-GAEGL,At Risk
3196-NVXLZ,At Risk
0036-IHMOT,Champions
4178-EGMON,Champions
4220-TINQT,Champions
5318-YKDPV,Loyal Customers
7975-TZMLR,Loyal Customers
0295-QVKPB,Lost
4335-BSMJS,Loyal Customers
9146-JRIOX,At Risk
5337-IIWKZ,Loyal Customers
9650-VBUOG,Champions
3487-EARAT,Champions
2672-TGEFF,Loyal Customers
8184-WMOFI,Loyal Customers
6092-QZVPP,Loyal Customers
4625-LAMOB,At Risk
0392-BZIUW,Champions
6549-NNDYT,Lost
0422-OHQHQ,Loyal Customers
6916-HIJSE,Loyal Customers
2316-ESMLS,Loyal Customers
9778-OGKQZ,Champions
7408-OFWXJ,Champions
6007-TCTST,Champions
2252-NKNSI,Loyal Customers
8713-IGZSO,Lost
7905-TVXTA,Lost
7695-PKLCZ,Loyal Customers
8374-UULRV,Loyal Customers
3224-DFQNQ,Champions
5275-PMFUT,Champions
4795-UXVCJ,At Risk
9777-IQHWP,Champions
0979-MOZQI,Champions
2732-ISEZX,Lost
0323-XWWTN,Lost
1937-OTUKY,Champions
1573-LGXBA,Champions
1764-VUUMT,Loyal Customers
4713-ZBURT,Loyal Customers
3050-GBUSH,Lost
7876-AEHIG,Loyal Customers
7945-HLKEA,Loyal Customers
9342-VNIMQ,At Risk
3199-NPKCN,Champions
5170-PTRKA,Loyal Customers
4661-NJEUX,Lost
0048-LUMLS,Loyal Customers
5898-IGSLP,Loyal Customers
7997-EASSD,Champions
0730-KOAVE,Loyal Customers
8975-SKGRX,Champions
0678-RLHVP,Loyal Customers
2267-FPIMA,Loyal Customers
1051-GEJLJ,Lost
5285-MVEHD,Champions
0379-DJQHR,Champions
5543-QDCRY,Lost
0297-RBCSG,At Risk
4694-PHWFW,Lost
0835-JKADZ,Loyal Customers
3865-YIOTT,Champions
5993-BQHEA,Lost
6024-RUGGH,Loyal Customers
4079-WWQQQ,Loyal Customers
6103-BOCOU,At Risk
5149-TGWDZ,At Risk
7471-WNSUF,Loyal Customers
8942-DBMHZ,At Risk
4301-VVZKA,At Risk
9199-PWQVC,Champions
5393-HJZSM,Loyal Customers
0862-PRCBS,Champions
8812-ZRHFP,Loyal Customers
5146-CBVOE,At Risk
0454-OKRCT,Loyal Customers
5787-KXGIY,Loyal Customers
4198-VFOEA,Lost
5709-LVOEQ,Loyal Customers
2692-AQCPF,Champions
0347-UBKUZ,Lost
0835-DUUIQ,At Risk
0811-GSDTP,Lost
7567-ECMCM,At Risk
6115-ZTBFQ,Champions
6353-BRMMA,Champions
6231-WFGFH,At Risk
6169-PPETC,Champions
8584-KMVXD,Lost
8467-WYNSR,At Risk
0851-DFJKB,At Risk
5382-SOYZL,At Risk
3261-CQXOL,Loyal Customers
8388-FYNPZ,Lost
4002-BQWPQ,At Risk
5651-YLPRD,Champions
4378-BZYFP,At Risk
7764-BDPEE,Lost
3429-IFLEM,Loyal Customers
5002-GCQFH,Loyal Customers
0556-FJEGU,Loyal Customers
0604-THJFP,Champions
5879-SESNB,At Risk
6461-PPAXN,Loyal Customers
3318-ISQFQ,At Risk
1106-HRLKZ,Loyal Customers
2483-XSSMZ,Loyal Customers
8165-ZJRNM,Champions
2604-XVDAM,At Risk
3717-OFRTN,Lost
9046-JBFWA,At Risk
3280-NMUVX,Loyal Customers
1206-EHBDD,Champions
8361-LBRDI,Loyal Customers
4883-KCPZJ,Loyal Customers
9108-EQPNQ,Loyal Customers
7277-KAMWT,Lost
2545-LXYVJ,Loyal Customers
3234-VKACU,Lost
8120-JDCAM,Lost
8917-FAEMR,At Risk
7047-YXDMZ,At Risk
0929-HYQEW,Lost
6614-YOLAC,Champions
7426-RHZGU,Lost
4065-JJAVA,Lost
7649-SIJJF,Champions
9361-YNQWJ,Loyal Customers
3748-FVMZZ,Lost
9391-TTOYH,At Risk
1452-XRSJV,Loyal Customers
3422-WJOYD,Loyal Customers
7147-AYBAA,Loyal Customers
6732-FZUGP,Loyal Customers
8329-GWVPJ,Champions
1352-VHKAJ,Loyal Customers
2632-TACXW,Loyal Customers
8146-QQKZH,Champions
1767-CJKBA,Loyal Customers
6445-TNRXS,Champions
4581-LNWUM,At Risk
4869-EPIUS,Champions
1915-OAKWD,At Risk
7296-PIXQY,At Risk
3354-OADJP,Lost
3524-WQDSG,Champions
0810-DHDBD,Loyal Customers
4026-SKKHW,Lost
2829-HYVZP,At Risk
3845-JHAMY,At Risk
7013-PSXHK,Loyal Customers
3486-NPGST,At Risk
6100-FJZDG,Loyal Customers
1730-VFMWO,Loyal Customers
7143-BQIBA,At Risk
3800-LYTRK,At Risk
9646-NMHXE,Loyal Customers
7030-NJVDP,Loyal Customers
7771-ZONAT,At Risk
2111-DWYHN,Lost
4194-WHFCB,Champions
4121-AGSIN,Champions
0455-XFASS,At Risk
0301-KOBTQ,At Risk
4367-NUYAO,At Risk
9170-ARBTB,At Risk
7241-AJHFS,Loyal Customers
4546-FOKWR,At Risk
9036-CSKBW,Loyal Customers
5832-TRLPB,At Risk
8590-YFFQO,Loyal Customers
8659-IOOPU,Champions
1338-CECEE,Loyal Customers
7439-DKZTW,Lost
4646-QZXTF,At Risk
9742-XOKTS,Champions
6921-OZMFH,At Risk
9578-FOMUK,At Risk
4712-UYOOI,Loyal Customers
7722-CVFXN,Champions
8717-VCTXJ,Loyal Customers
7363-QTBIW,At Risk
4159-NAAIX,Loyal Customers
0971-QIFJK,Champions
9397-TZSHA,Loyal Customers
3391-JSQEW,Champions
0343-QLUZP,Loyal Customers
3312-UUMZW,Loyal Customers
1271-UODNO,Loyal Customers
8461-EFQYM,Loyal Customers
6900-RBKER,Loyal Customers
6891-JPYFF,Loyal Customers
1459-QNFQT,Champions
1047-NNCBF,At Risk
3696-XRIEN,Loyal Customers
0074-HDKDG,Loyal Customers
8791-GFXLZ,At Risk
9330-DHBFL,Loyal Customers
0098-BOWSO,At Risk
5859-HZYLF,Loyal Customers
3156-QLHBO,Lost
2208-NQBCT,Loyal Customers
6621-NRZAK,Champions
0831-JNISG,Champions
0774-IFUVM,Loyal Customers
9553-DLCLU,At Risk
1641-BYBTK,Lost
2446-ZKVAF,Loyal Customers
3522-CDKHF,Loyal Customers
1430-SFQSA,At Risk
0411-EZJZE,Lost
8807-ARQET,At Risk
8992-CEUEN,Lost
4320-QMLLA,Lost
8777-PVYGU,Loyal Customers
8292-ITGYJ,Loyal Customers
6870-ZWMNX,Champions
0621-CXBKL,At Risk
5334-JLAXU,Champions
9359-UGBTK,Loyal Customers
6479-OAUSD,At Risk
7129-ACFOG,Lost
4189-NAKJS,At Risk
5562-BETPV,Lost
9127-FHJBZ,Champions
6994-ORCWG,At Risk
1346-UFHAX,At Risk
2933-XEUJM,Loyal Customers
4835-YSJMR,Loyal Customers
3164-YAXFY,Loyal Customers
0887-WBJVH,Loyal Customers
4660-IRIBM,At Risk
7670-ZBPOQ,Champions
0080-OROZO,Loyal Customers
3916-NRPAP,Lost
6807-SIWJI,Loyal Customers
8221-HVAYI,Loyal Customers
5232-NXPAY,Loyal Customers
8967-SZQAS,At Risk
0455-ENTCR,Champions
8944-AILEF,At Risk
5542-NKVRU,At Risk
7126-RBHSD,At Risk
5370-IIVVL,Loyal Customers
6789-HJBWG,At Risk
9087-EYCPR,Loyal Customers
6791-YBNAK,Loyal Customers
6077-BDPXA,Lost
0013-MHZWF,Lost
8268-YDIXR,Champions
4291-SHSBH,Lost
6980-IMXXE,Champions
0040-HALCW,Loyal Customers
0784-GTUUK,Champions
2294-DMMUS,Champions
0872-JCPIB,At Risk
3055-MJDSB,Lost
9091-WTUUY,Champions
7115-IRDHS,Champions
8496-DMZUK,Loyal Customers
2040-VZIKE,Champions
9068-VPWQQ,Champions
0178-SZBHO,Champions
0384-RVBPI,At Risk
1299-AURJA,Champions
4525-VZCZG,Loyal Customers
2788-CJQAQ,Lost
0319-QZTCO,At Risk
2120-SMPEX,At Risk
0096-FCPUF,At Risk
0668-OGMHD,Loyal Customers
9408-HRXRK,Champions
5593-SUAOO,Loyal Customers
6766-HFKLA,Champions
7617-EYGLW,Lost
2226-ICFDO,Champions
5529-GIBVH,At Risk
9992-UJOEL,Lost
4741-WWJQZ,Lost
6625-UTXEW,At Risk
6244-BESBM,Champions
2612-PHGOX,Champions
8480-PPONV,Champions
8780-IHCRN,Champions
4598-ZADCK,Loyal Customers
1257-SXUXQ,At Risk
7182-OVLBJ,Champions
5095-ETBRJ,Loyal Customers
4821-WQOYN,Champions
4730-AWNAU,Champions
3452-FLHYD,Loyal Customers
9531-NSBMR,Loyal Customers
6260-ONULR,Lost
4389-UEFCZ,Loyal Customers
8711-LOBKY,Loyal Customers
8985-OOPOS,Lost
8800-ZKRFW,Champions
2616-FLVQC,Loyal Customers
9968-FFVVH,Loyal Customers
8390-FESFV,Loyal Customers
3022-BEXHZ,Champions
6248-TKCQV,Champions
6198-ZFIOJ,Lost
5989-OMNJE,Loyal Customers
1291-CUOCY,Champions
9795-SHUHB,Champions
3230-IUALN,Champions
0042-RLHYP,Champions
4945-RVMTE,At Risk
1866-NXPSP,Loyal Customers
3941-XTSKM,Loyal Customers
1661-CZBAU,Loyal Customers
5158-RIVOP,At Risk
9788-YTFGE,Lost
9277-JOOMO,Lost
1907-YLNYW,Lost
8947-YRTDV,Loyal Customers
3161-ONRWK,Champions
0114-RSRRW,Loyal Customers
4565-NLZBV,Champions
6682-VCIXC,Loyal Customers
6475-VHUIZ,Loyal Customers
3910-MRQOY,Champions
0661-WCQNQ,Loyal Customers
7537-RBWEA,Lost
4656-CAURT,Loyal Customers
0121-SNYRK,At Risk
3733-LSYCE,Loyal Customers
6265-FRMTQ,At Risk
1371-DWPAZ,At Risk
2017-CCBLH,Lost
7690-KPNCU,Champions
0536-BGFMZ,Loyal Customers
2293-IJWPS,Champions
5469-NUJUR,At Risk
2625-TRCZQ,Loyal Customers
4102-HLENU,Champions
7266-GSSJX,At Risk
7722-VJRQD,Champions
7073-QETQY,Champions
5624-RYAMH,Lost
0196-JTUQI,Lost
7130-YXBRO,Champions
9272-LSVYH,At Risk
3084-DOWLE,Champions
1084-MNSMJ,Champions
6250-CGGUN,Loyal Customers
5478-JJVZK,Loyal Customers
7596-IIWYC,At Risk
9793-WECQC,At Risk
4291-HPAXL,Lost
8999-YPYBV,Champions
1839-FBNFR,Loyal Customers
3071-MVJCD,Champions
1697-BCSHV,Champions
0562-KBDVM,Loyal Customers
1131-SUEKT,Champions
3717-OEAUQ,Lost
4538-WNTMJ,At Risk
9432-RUVSL,Loyal Customers
8060-HIWJJ,Loyal Customers
7684-XSZIY,Champions
9089-UOWJG,At Risk
8039-ACLPL,Champions
9885-AIBVB,Loyal Customers
1934-MKPXS,Loyal Customers
2592-YKDIF,Lost
2272-JKMSI,Champions
8714-CTZJW,Lost
3569-EDBPQ,At Risk
3131-NWVFJ,Loyal Customers
7521-YXVZY,Lost
2373-NTKOD,Lost
1970-KKFWL,At Risk
9337-SRRNI,Loyal Customers
0895-UADGO,Lost
5678-VFNEQ,Champions
5977-CKHON,Champions
1830-GGFNM,Champions
5302-BDJNT,Loyal Customers
5223-UZAVK,Loyal Customers
4859-ZSRDZ,Loyal Customers
9350-VLHMB,Champions
3498-LZGQZ,Loyal Customers
8785-CJSHH,Champions
3870-SPZSI,Champions
7560-QRBXH,At Risk
7077-XJMET,Loyal Customers
4652-ODEVH,Champions
6510-UPNKS,At Risk
6718-BDGHG,Loyal Customers
9046-DQMTP,At Risk
6439-LAJXL,At Risk
1666-JZPZT,At Risk
5777-KJIRB,Loyal Customers
7677-SJJJK,At Risk
3253-HKOKL,Champions
7055-HNEOJ,Lost
5514-YQENT,Loyal Customers
3211-AAPKX,At Risk
8445-DNBAE,Lost
2958-NHPPS,At Risk
1735-XMJVH,Lost
6890-PFRQX,At Risk
5899-OUVKV,Loyal Customers
8681-ICONS,Loyal Customers
1621-YNCJH,Loyal Customers
6362-QHAFM,Loyal Customers
3070-BDOQC,Loyal Customers
6234-PFPXL,Loyal Customers
9824-QCJPK,Loyal Customers
4283-IVYCI,Lost
1866-OBPNR,At Risk
8205-MQUGY,Loyal Customers
8970-ANWXO,At Risk
9480-BQJEI,Loyal Customers
6979-TNDEU,Lost
9777-WJJPR,Champions
9495-SKLKD,Loyal Customers
5067-DGXLL,Lost
6281-FKEWS,Loyal Customers
8898-KASCD,At Risk
9242-TKFSV,Champions
0743-HNPFG,Loyal Customers
5035-PGZXH,Loyal Customers
8695-WDYEA,Lost
6543-JXSOO,Loyal Customers
8605-ITULD,Lost
6416-YJTTB,At Risk
4472-VESGY,Champions
3195-TQDZX,Lost
3128-YOVTD,Loyal Customers
7041-TXQJH,At Risk
5014-GSOUQ,Lost
5724-BIDBU,Loyal Customers
1769-GRUIK,At Risk
8819-WFGGJ,Champions
7427-AUFPY,Loyal Customers
7898-PDWQE,Champions
9972-EWRJS,Loyal Customers
9314-IJWSQ,At Risk
5799-JRCZO,Loyal Customers
1921-KYSAY,Loyal Customers
6198-RTPMF,Loyal Customers
2924-KHUVI,Champions
1925-GMVBW,Lost
6184-DYUOB,At Risk
9207-ZPANB,Loyal Customers
9327-QSDED,Lost
1656-DRSMG,Loyal Customers
3012-VFFMN,At Risk
2984-AFWNC,Lost
0640-YJTPY,Loyal Customers
8096-LOIST,At Risk
9764-REAFF,Champions
7107-UBYKY,Loyal Customers
4881-GQJTW,Lost
7876-DNYAP,Champions
2882-WDTBA,Champions
2091-GPPIQ,Champions
5071-FBJFS,At Risk
2796-UUZZO,Champions
2429-AYKKO,Loyal Customers
9798-OPFEM,Loyal Customers
3794-NFNCH,Champions
5193-QLVZB,Loyal Customers
7114-AEOZE,Loyal Customers
5522-NYKPB,At Risk
6518-KZXCB,At Risk
2245-ADZFJ,Champions
7776-QGYJC,Champions
9313-QOLTZ,At Risk
4672-FOTSD,At Risk
9818-XQCUV,Lost
7338-ERIVA,At Risk
8259-NFJTV,At Risk
6968-GMKPR,Loyal Customers
4751-ERMAN,Champions
1436-ZMJAN,Loyal Customers
0799-DDIHE,Loyal Customers
3070-FNFZQ,At Risk
2812-SFXMJ,Lost
5014-WUQMG,Loyal Customers
5312-TSZVC,At Risk
2782-JEEBU,At Risk
5127-BZENZ,Champions
2720-FVBQP,Lost
4522-XRWWI,Loyal Customers
3766-EJLFL,Champions
5939-SXWHM,Loyal Customers
7643-RCHXS,Loyal Customers
8246-SHFGA,At Risk
0620-XEFWH,Lost
6485-QXWWE,Loyal Customers
7321-VGNKU,Lost
5327-CNLUQ,Loyal Customers
7552-KEYGT,At Risk
5816-JMLGY,Champions
2927-QRRQV,Loyal Customers
6265-SXWBU,Champions
7941-RCJOW,Loyal Customers
2387-KDZQY,At Risk
3584-WKTTW,Loyal Customers
3399-BMLVW,Loyal Customers
1971-DTCZB,Champions
3374-PZLXD,At Risk
3813-DHBBB,Champions
2812-REYAT,Loyal Customers
6518-PPLMZ,Champions
4939-KYYPY,At Risk
5930-GBIWP,Loyal Customers
6022-KOUQO,At Risk
2361-UPSND,Champions
6035-RIIOM,Loyal Customers
9504-DSHWM,At Risk
5035-BVCXS,At Risk
3533-UVMOM,Champions
1478-VPOAD,Lost
9995-HOTOH,Loyal Customers
2988-PLAHS,Lost
1371-OJCEK,At Risk
4999-IEZLT,Loyal Customers
8883-ANODQ,Champions
2351-RRBUE,Lost
5980-BDHPY,Champions
1498-DQNRX,At Risk
9469-WEJBT,Loyal Customers
2581-VKIRT,Champions
2851-MMUTZ,At Risk
3307-TLCUD,At Risk
6625-FLENO,Champions
2967-MXRAV,At Risk
8189-HBVRW,Loyal Customers
4163-KIUHY,Loyal Customers
3500-NSDOA,Champions
1171-TYKUR,Loyal Customers
1219-NNDDO,Lost
8388-DMKAE,Lost
4403-BWPAY,At Risk
9659-QEQSY,Loyal Customers
5405-ZMYXQ,Lost
1442-OKRJE,Champions
4737-AQCPU,Champions
2808-CHTDM,Loyal Customers
0793-TWELN,Lost
3283-WCWXT,At Risk
5451-MHQOF,Champions
4836-WNFNO,Champions
9225-BZLNZ,Champions
0354-VXMJC,Loyal Customers
4422-QVIJA,Loyal Customers
8332-OSJDW,Loyal Customers
4735-BJKOU,At Risk
0274-JKUJR,At Risk
5740-YHGTW,Champions
8917-SZTTJ,Champions
1696-MZVAU,Loyal Customers
7359-WWYJV,Champions
4906-ZHGPK,Champions
3795-GWTRD,Champions
1298-PHBTI,Champions
6223-DHJGV,At Risk
6961-MJKBO,At Risk
8158-WPEZG,Lost
0727-BNRLG,Loyal Customers
6435-SRWBJ,Lost
9964-WBQDJ,Loyal Customers
6303-KFWSL,At Risk
1702-CCFNJ,Champions
8932-CZHRQ,Loyal Customers
0386-CWRGM,Champions
5515-RUGKN,Lost
0404-AHASP,Champions
7279-NMVJC,At Risk
2081-VEYEH,Lost
9060-HJJRW,Loyal Customers
2587-YNLES,At Risk
7398-SKNQZ,At Risk
1958-RNRKS,Loyal Customers
5136-RGMZO,Loyal Customers
8345-MVDYC,Loyal Customers
8226-BXGES,Champions
1015-OWJKI,Lost
2040-XBAVJ,Loyal Customers
8887-IPQNC,At Risk
8646-JCOMS,Champions
1222-KJNZD,Loyal Customers
0106-GHRQR,At Risk
3768-VHXQO,Champions
8952-WCVCD,Loyal Customers
2418-TPEUN,Loyal Customers
3963-RYFNS,Loyal Customers
8540-ZQGEA,Loyal Customers
4137-JOPHL,Loyal Customers
7801-CEDNV,Loyal Customers
3658-QQJYD,Loyal Customers
1803-BGNBD,At Risk
6950-TWMYB,Loyal Customers
5848-FHRFC,Loyal Customers
2243-FNMMI,At Risk
2511-MORQY,Loyal Customers
5356-KZCKT,Loyal Customers
9470-XCCEM,Champions
6519-CFDBX,Lost
3902-MIVLE,Champions
0409-WTMPL,Champions
8763-KIAFH,Loyal Customers
3669-WHAFY,Champions
3055-VTCGS,Loyal Customers
3144-KMTWZ,Champions
2007-QVGAW,Champions
5207-PLSTK,At Risk
2155-AMQRX,At Risk
6181-AXXYF,Champions
5091-HFAZW,Lost
1568-LJSZU,Champions
7416-CKTEP,Champions
2586-CWXVV,Loyal Customers
2348-KCJLT,Champions
8401-EMUWF,Champions
4193-IBKSW,Loyal Customers
5377-NDTOU,Champions
2474-LCNUE,Loyal Customers
0839-QNXME,At Risk
3506-OVLKD,Loyal Customers
6650-VJONK,Lost
2178-PMGCJ,At Risk
7492-TAFJD,At Risk
2773-MADBQ,At Risk
6016-LVTJQ,Loyal Customers
7860-KSUGX,Champions
8966-KZXXA,Champions
5149-QYTTU,Champions
2085-BOJKI,At Risk
0817-HSUSE,Lost
5442-PPTJY,Loyal Customers
1927-QEWMY,Champions
1663-MHLHE,Lost
4450-MDZFX,Champions
6701-DHKWQ,Champions
7554-AKDQF,At Risk
0794-YVSGE,Champions
5423-BHIXO,Loyal Customers
6908-VVYHM,Champions
2959-EEXWB,Champions
1839-UMACK,Loyal Customers
3030-YDNRM,Lost
7321-KKSDU,At Risk
8286-AFUYI,Lost
8356-WUAOJ,At Risk
9350-ZXYJC,Lost
8958-JPTRR,Champions
6959-GQEGV,Loyal Customers
3173-WSSUE,Champions
1265-HVPZB,Champions
4115-UMJFQ,Loyal Customers
7369-TRPFD,Lost
1098-KFQEC,Champions
7190-XHTWJ,At Risk
5296-BFCYD,Loyal Customers
9359-JANWS,Champions
3279-DYZQM,Champions
9575-IWCAZ,At Risk
7940-UQQUG,Champions
3961-SXAXY,Lost
7010-BRBUU,Loyal Customers
3566-HJGPK,Lost
3062-ICYZQ,Champions
9938-PRCVK,Loyal Customers
0973-KYVNF,Champions
5129-HHMZC,Loyal Customers
9637-CDTKZ,Champions
3946-JEWRQ,Loyal Customers
7873-CVMAW,Loyal Customers
0463-WZZKO,Lost
4524-QCSSM,At Risk
5832-EXGTT,Loyal Customers
2039-JONDJ,At Risk
7217-JYHOQ,Loyal Customers
6695-FRVEC,Champions
9894-QMIMJ,At Risk
8069-YQQAJ,Lost
3466-WAESX,At Risk
9281-PKKZE,Loyal Customers
3638-VBZTA,Loyal Customers
7459-IMVYU,Loyal Customers
8563-OYMQY,At Risk
0754-EEBDC,Lost
5777-ZPQNC,Lost
1951-IEYXM,Champions
3318-NMQXL,Lost
1022-RKXDR,Loyal Customers
2361-FJWNO,At Risk
2272-UOINI,Lost
8232-UTFOZ,Loyal Customers
3750-YHRYO,Lost
6637-KYRCV,Lost
5668-MEISB,Champions
0129-QMPDR,Loyal Customers
7188-CBBBA,Loyal Customers
5356-CSVSQ,Lost
3221-CJMSG,At Risk
2801-NISEI,At Risk
4623-ZKHLY,At Risk
6732-VAILE,Champions
8201-AAXCB,At Risk
7696-CFTAT,At Risk
2123-VSCOT,Champions
2018-QKYGT,Lost
2792-VPPET,Lost
7409-JURKQ,Champions
3247-MHJKM,Lost
1964-SVLEA,At Risk
7297-DVYGA,Loyal Customers
2239-CGBUZ,Champions
0854-UYHZD,At Risk
7243-LCGGZ,Lost
8267-KFGYD,Lost
4890-VMUAV,Loyal Customers
9261-WDCAF,Lost
3764-MNMOI,Loyal Customers
7442-YGZFK,Lost
8229-BUJHX,Champions
7449-HVPIV,Champions
5504-WSIUR,Loyal Customers
8466-PZBLH,Champions
8735-IJJEG,Loyal Customers
0564-MUUQK,Loyal Customers
0701-RFGFI,Champions
0019-EFAEP,Loyal Customers
5619-PTMIK,Loyal Customers
3737-XBQDD,At Risk
5882-CMAZQ,At Risk
5846-QFDFI,Loyal Customers
4445-KWOKW,Loyal Customers
3511-APPBJ,At Risk
7967-HYCDE,Lost
2430-RRYUW,Loyal Customers
5447-WZAFP,Loyal Customers
5110-CHOPY,Loyal Customers
4425-OWHWB,At Risk
7892-QVYKW,Loyal Customers
9675-ICXCT,Champions
4703-MQYKT,At Risk
0602-DDUML,Loyal Customers
2208-MPXIO,Loyal Customers
1960-UYCNN,At Risk
3190-FZATL,At Risk
7336-RLLRH,Loyal Customers
7710-JSYOA,Loyal Customers
9885-MFVSU,Loyal Customers
0607-MVMGC,Champions
3365-SAIGS,At Risk
8022-BECSI,At Risk
9993-LHIEB,Champions
0266-CLZKZ,Champions
3977-QCRSL,Lost
0017-DINOC,Loyal Customers
7639-OPLNG,Champions
1492-QGCLU,Champions
7328-OWMOM,At Risk
4418-LZMSV,Loyal Customers
5155-AZQPB,Loyal Customers
1087-GRUYI,Loyal Customers
2546-KZAAT,Champions
0181-RITDD,Champions
5989-PGKJB,At Risk
8272-ONJLV,At Risk
1488-PBLJN,Champions
3778-FOAQW,At Risk
4452-ROHMO,At Risk
3090-LETTY,Lost
5349-AZPEW,At Risk
9720-JJJOR,Champions
8100-HZZLJ,Loyal Customers
7398-HPYZQ,Champions
3546-GHEAE,Lost
2550-QHZGP,Lost
7519-JTWQH,Loyal Customers
2538-OIMXF,Lost
8543-MSDMF,Lost
1170-SASML,Champions
4872-JCVCA,Loyal Customers
5346-BZCHP,Loyal Customers
2038-LLMLM,Loyal Customers
1216-BGTSP,Loyal Customers
4138-NAXED,Loyal Customers
